"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M"
"1500000US360610181004","Block Group 4, Census Tract 181, New York County, New York","566","236","0","11","0","11","168","143","54","67","55","97","34","36","0","11","21","35","234","203","0","11"
"1500000US360610070005","Block Group 5, Census Tract 70, New York County, New York","491","203","0","11","71","65","29","49","191","161","36","42","0","11","14","25","0","11","87","77","63","73"
"1500000US360610070006","Block Group 6, Census Tract 70, New York County, New York","803","219","23","39","23","38","104","96","148","155","35","44","29","55","176","165","30","48","151","138","84","140"
"1500000US360610191000","Block Group 0, Census Tract 191, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610181005","Block Group 5, Census Tract 181, New York County, New York","439","198","66","76","120","155","57","90","23","36","21","32","0","11","18","27","68","85","66","79","0","11"
"1500000US360610181006","Block Group 6, Census Tract 181, New York County, New York","545","164","104","86","62","60","0","11","40","48","62","107","40","51","0","11","44","54","174","144","19","34"
"1500000US360610146014","Block Group 4, Census Tract 146.01, New York County, New York","717","134","47","45","125","90","89","65","0","11","97","73","57","55","47","47","59","49","167","97","29","34"
"1500000US360610154005","Block Group 5, Census Tract 154, New York County, New York","1095","357","0","11","99","126","43","67","337","298","382","322","68","107","46","76","88","100","32","52","0","11"
"1500000US360610154006","Block Group 6, Census Tract 154, New York County, New York","741","319","0","11","66","103","58","99","89","102","222","273","57","94","84","105","69","109","49","79","47","74"
"1500000US360610154007","Block Group 7, Census Tract 154, New York County, New York","280","201","24","56","0","11","0","11","125","148","0","11","0","11","0","11","0","11","131","146","0","11"
"1500000US360610154008","Block Group 8, Census Tract 154, New York County, New York","205","137","71","112","0","11","0","11","0","11","23","42","82","95","29","47","0","11","0","11","0","11"
"1500000US360610154009","Block Group 9, Census Tract 154, New York County, New York","203","184","0","11","0","11","129","142","74","124","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610156012","Block Group 2, Census Tract 156.01, New York County, New York","491","141","101","99","9","16","22","25","76","73","96","97","10","16","14","23","83","55","80","60","0","11"
"1500000US360610156013","Block Group 3, Census Tract 156.01, New York County, New York","214","84","10","16","16","24","35","41","27","35","16","25","31","53","0","11","0","11","79","49","0","11"
"1500000US360610156014","Block Group 4, Census Tract 156.01, New York County, New York","1333","212","108","65","166","106","183","110","210","117","105","51","107","86","97","86","104","70","230","111","23","26"
"1500000US360610240001","Block Group 1, Census Tract 240, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610240000","Block Group 0, Census Tract 240, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610014012","Block Group 2, Census Tract 14.01, New York County, New York","197","77","29","31","3","7","12","19","42","32","0","11","10","15","0","11","28","26","73","58","0","11"
"1500000US360610217031","Block Group 1, Census Tract 217.03, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610152000","Block Group 0, Census Tract 152, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610152003","Block Group 3, Census Tract 152, New York County, New York","707","141","195","103","83","55","125","73","95","68","63","82","0","11","0","11","75","53","71","91","0","11"
"1500000US360610152004","Block Group 4, Census Tract 152, New York County, New York","498","131","60","49","0","11","79","95","159","109","53","45","25","29","0","11","0","11","122","66","0","11"
"1500000US360610056003","Block Group 3, Census Tract 56, New York County, New York","365","115","104","67","14","22","60","55","65","52","20","33","0","11","0","11","74","78","28","32","0","11"
"1500000US360610009000","Block Group 0, Census Tract 9, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610243022","Block Group 2, Census Tract 243.02, New York County, New York","1035","175","64","68","125","98","170","128","104","92","101","69","234","123","14","22","51","65","159","88","13","22"
"1500000US360610243023","Block Group 3, Census Tract 243.02, New York County, New York","806","148","63","62","33","53","47","54","66","63","48","48","73","71","50","57","178","130","160","107","88","108"
"1500000US360610106016","Block Group 6, Census Tract 106.01, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610106010","Block Group 0, Census Tract 106.01, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610106014","Block Group 4, Census Tract 106.01, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610106015","Block Group 5, Census Tract 106.01, New York County, New York","594","204","89","90","52","65","17","28","0","11","35","59","23","38","22","36","83","77","245","188","28","43"
"1500000US360610269001","Block Group 1, Census Tract 269, New York County, New York","442","124","0","11","47","68","56","70","57","71","0","11","86","92","8","14","29","44","159","102","0","11"
"1500000US360610148012","Block Group 2, Census Tract 148.01, New York County, New York","572","83","119","53","60","58","52","38","43","31","35","27","46","35","53","54","13","16","142","55","9","14"
"1500000US360610024000","Block Group 0, Census Tract 24, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610178000","Block Group 0, Census Tract 178, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610212004","Block Group 4, Census Tract 212, New York County, New York","1219","198","18","29","90","53","105","77","173","92","151","111","100","87","201","125","54","50","309","143","18","30"
"1500000US360610225000","Block Group 0, Census Tract 225, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610319001","Block Group 1, Census Tract 319, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610319000","Block Group 0, Census Tract 319, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610144023","Block Group 3, Census Tract 144.02, New York County, New York","435","108","17","28","51","80","16","25","41","46","46","50","107","88","0","11","50","47","91","68","16","27"
"1500000US360610144024","Block Group 4, Census Tract 144.02, New York County, New York","672","166","92","66","101","93","123","95","82","66","29","33","43","42","30","34","10","18","145","97","17","27"
"1500000US360610144025","Block Group 5, Census Tract 144.02, New York County, New York","875","151","163","117","95","78","67","64","60","55","90","65","117","90","33","41","75","56","175","95","0","11"
"1500000US360610149003","Block Group 3, Census Tract 149, New York County, New York","689","191","149","102","58","45","71","66","140","145","18","30","125","123","36","40","18","21","74","57","0","11"
"1500000US360610149004","Block Group 4, Census Tract 149, New York County, New York","204","115","26","43","29","38","0","11","0","11","0","11","56","89","0","11","17","27","76","47","0","11"
"1500000US360610040005","Block Group 5, Census Tract 40, New York County, New York","865","199","33","43","72","64","65","65","48","62","46","48","92","127","77","122","83","77","206","142","143","125"
"1500000US360610040006","Block Group 6, Census Tract 40, New York County, New York","850","234","24","40","0","11","181","128","149","140","82","112","96","87","0","11","88","108","230","166","0","11"
"1500000US360610273004","Block Group 4, Census Tract 273, New York County, New York","483","103","0","11","56","50","60","38","67","58","40","39","62","53","61","45","12","20","100","70","25","31"
"1500000US360610097003","Block Group 3, Census Tract 97, New York County, New York","115","58","15","27","31","24","33","38","20","32","16","26","0","11","0","11","0","11","0","11","0","11"
"1500000US360610097004","Block Group 4, Census Tract 97, New York County, New York","651","166","18","28","38","42","31","38","186","137","23","29","0","11","186","119","120","77","31","31","18","30"
"1500000US360610153005","Block Group 5, Census Tract 153, New York County, New York","371","145","65","103","86","82","60","57","28","45","23","37","0","11","13","21","96","86","0","11","0","11"
"1500000US360610132000","Block Group 0, Census Tract 132, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610132005","Block Group 5, Census Tract 132, New York County, New York","957","273","0","11","175","211","33","56","53","84","89","100","195","213","95","89","123","132","194","194","0","11"
"1500000US360610132006","Block Group 6, Census Tract 132, New York County, New York","655","277","100","90","179","103","73","100","0","11","78","133","0","11","135","160","42","69","48","91","0","11"
"1500000US360610161006","Block Group 6, Census Tract 161, New York County, New York","322","93","17","27","34","39","51","50","51","38","12","20","45","51","0","11","15","24","81","49","16","24"
"1500000US360610132007","Block Group 7, Census Tract 132, New York County, New York","343","251","0","11","0","11","0","11","43","71","157","100","0","11","0","11","143","222","0","11","0","11"
"1500000US360610161004","Block Group 4, Census Tract 161, New York County, New York","293","99","24","39","40","48","81","56","43","34","50","49","0","11","15","25","13","21","27","30","0","11"
"1500000US360610161005","Block Group 5, Census Tract 161, New York County, New York","763","186","14","23","180","112","30","35","46","45","148","113","126","96","62","65","58","70","62","79","37","59"
"1500000US360610118005","Block Group 5, Census Tract 118, New York County, New York","235","70","38","70","0","11","56","63","0","11","0","11","32","55","30","48","58","49","0","11","21","35"
"1500000US360610118006","Block Group 6, Census Tract 118, New York County, New York","456","163","24","40","98","117","47","60","52","65","22","36","17","29","0","11","44","56","152","108","0","11"
"1500000US360610195005","Block Group 5, Census Tract 195, New York County, New York","696","126","103","63","78","57","110","61","13","20","16","24","38","61","48","37","38","37","201","102","51","82"
"1500000US360610189006","Block Group 6, Census Tract 189, New York County, New York","1208","328","0","11","94","111","201","169","96","94","171","133","158","123","119","143","113","153","209","202","47","78"
"1500000US360610059004","Block Group 4, Census Tract 59, New York County, New York","52","49","12","21","0","11","0","11","0","11","0","11","0","11","0","11","20","31","20","33","0","11"
"1500000US360610059005","Block Group 5, Census Tract 59, New York County, New York","149","80","0","11","15","23","30","47","0","11","0","11","0","11","0","11","22","33","68","46","14","23"
"1500000US360610136000","Block Group 0, Census Tract 136, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610073006","Block Group 6, Census Tract 73, New York County, New York","369","150","42","49","0","11","122","129","44","49","54","61","23","36","0","11","0","11","84","71","0","11"
"1500000US360610164004","Block Group 4, Census Tract 164, New York County, New York","656","156","0","11","25","42","31","52","63","71","195","150","98","111","37","44","70","70","18","21","119","90"
"1500000US360610287000","Block Group 0, Census Tract 287, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610002010","Block Group 0, Census Tract 2.01, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610137005","Block Group 5, Census Tract 137, New York County, New York","389","154","26","41","69","80","48","58","98","137","18","32","28","45","0","11","34","57","43","48","25","42"
"1500000US360610165004","Block Group 4, Census Tract 165, New York County, New York","229","87","38","42","18","29","0","11","46","45","0","11","0","11","15","25","8","16","84","67","20","31"
"1500000US360610165005","Block Group 5, Census Tract 165, New York County, New York","550","169","73","98","39","48","62","61","116","93","53","86","38","31","31","27","25","42","113","96","0","11"
"1500000US360610183007","Block Group 7, Census Tract 183, New York County, New York","346","132","14","25","18","30","18","34","43","49","21","34","45","54","0","11","91","89","81","74","15","28"
"1500000US360610183000","Block Group 0, Census Tract 183, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US360610180004","Block Group 4, Census Tract 180, New York County, New York","297","107","39","48","10","17","34","55","26","33","15","24","64","63","16","27","11","20","82","54","0","11"
"1500000US360610160022","Block Group 2, Census Tract 160.02, New York County, New York","280","81","75","61","7","12","33","27","18","20","16","19","64","67","8","13","0","11","53","35","6","10"
"1500000US360610167000","Block Group 0, Census Tract 167, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
